"from","to","vessels","xx","yx","xy","yy"
"Mainland Marina 14","Mainland CHS 19",1,176.18072485,-37.66724799505,177.992973811,-37.5696990508
"Mainland Marina 14","Mainland CHS 20",1,176.18072485,-37.66724799505,178.346598882,-37.5977045927
"Mainland Marina 14","Mainland CHS 4",1,176.18072485,-37.66724799505,173.437832122,-34.8242664982
"Mainland Marina 14","Mainland CHS 64",1,176.18072485,-37.66724799505,175.477855957,-36.2195625981
"Mainland Marina 14","Mainland CHS 77",4,176.18072485,-37.66724799505,171.274646771,-44.3954634437
"Mainland Marina 14","Mainland Island 10",3,176.18072485,-37.66724799505,175.793576305,-36.6985332257
"Mainland Marina 14","Mainland Island 55",1,176.18072485,-37.66724799505,178.358484516,-38.2379752688
"Mainland Marina 14","Mainland Island 63",8,176.18072485,-37.66724799505,175.91971452925,-37.086042272775
"Mainland Marina 14","Mainland Island 7",7,176.18072485,-37.66724799505,176.427145963,-37.6231809272
"Mainland Marina 14","Mainland Island 75",1,176.18072485,-37.66724799505,174.889879607,-36.6008138366
"Mainland Marina 14","Mainland Marina 11",4,176.18072485,-37.66724799505,175.70634073,-36.8220996925
"Mainland Marina 14","Mainland Marina 12",1,176.18072485,-37.66724799505,175.860119601,-37.0004760284
"Mainland Marina 14","Mainland Marina 13",1,176.18072485,-37.66724799505,175.866510328,-37.1970358491
"Mainland Marina 14","Mainland Marina 15",5,176.18072485,-37.66724799505,178.025686769,-38.6865385205
"Mainland Marina 14","Mainland Marina 16",3,176.18072485,-37.66724799505,176.892343211,-39.4832270598
"Mainland Marina 14","Mainland Marina 21",1,176.18072485,-37.66724799505,173.28112545,-41.2598353107
"Mainland Marina 14","Mainland Marina 6",3,176.18072485,-37.66724799505,174.788355122,-36.620952782
"Mainland Marina 14","Mainland Marina 9",8,176.18072485,-37.66724799505,174.7806808478,-36.84457156828
"Mainland Marina 14","Mainland Mooring 11",2,176.18072485,-37.66724799505,177.02729353,-37.937372686
"Mainland Marina 14","Mainland Mooring 27",1,176.18072485,-37.66724799505,175.465709040333,-36.5225860606667
"Mainland Marina 14","Mainland Mooring 28",4,176.18072485,-37.66724799505,175.772892556,-36.6005389888
"Mainland Marina 14","Mainland Mooring 30",1,176.18072485,-37.66724799505,175.7147572755,-36.82193521195
"Mainland Marina 14","Mainland Mooring 32",1,176.18072485,-37.66724799505,175.876411192,-37.196956871
"Mainland Marina 14","Mainland Mooring 35",1,176.18072485,-37.66724799505,174.115811762778,-35.2454224835259
"Mainland Marina 14","Mainland Mooring 42",1,176.18072485,-37.66724799505,174.5217148356,-35.83060401092
"Mainland Marina 14","Mainland Mooring 50",1,176.18072485,-37.66724799505,175.484314823333,-36.3264657695333
"Mainland Marina 14","Mainland Mooring 51",3,176.18072485,-37.66724799505,175.394999821667,-36.2618971699
"Mainland Marina 14","Mainland Mooring 52",4,176.18072485,-37.66724799505,175.3452219984,-36.16394118716
"Mainland Marina 14","Mainland Mooring 66",1,176.18072485,-37.66724799505,174.127198883,-41.336388029
"Mainland Marina 14","Mainland Mooring 8",12,176.18072485,-37.66724799505,176.0536736025,-37.6351666051
"Mainland Marina 14","Mainland Mooring 9",4,176.18072485,-37.66724799505,176.1834135305,-37.668598728025
"Mainland Marina 14","Mainland MR 1",1,176.18072485,-37.66724799505,177.132808901,-37.476410098
"Mainland Marina 14","Mainland MR 2",2,176.18072485,-37.66724799505,176.260862535,-37.2612648203
"Mainland Marina 14","Mainland MR 23",1,176.18072485,-37.66724799505,175.791613051,-36.819740851
"Mainland Marina 14","Mainland Mussels 29",1,176.18072485,-37.66724799505,175.341963074222,-36.1619629048222
"Mainland Marina 14","Mainland Oysters 19",1,176.18072485,-37.66724799505,175.696102545,-36.8222867555
"Mainland Marina 14","Mainland Oysters 22",1,176.18072485,-37.66724799505,174.222283953,-35.2200093351
"Mainland Marina 14","Waiaka Bay",1,176.18072485,-37.66724799505,178.158374909902,-37.5429904189488
"Mainland Marina 15","Mainland Beach 10",1,178.025686769,-38.6865385205,175.791444444,-36.6934444444
"Mainland Marina 15","Mainland Beach 54",1,178.025686769,-38.6865385205,175.1137064885,-41.3990642132
"Mainland Marina 15","Mainland CHS 21",1,178.025686769,-38.6865385205,178.305217865,-38.3748802593
"Mainland Marina 15","Mainland CHS 22",1,178.025686769,-38.6865385205,177.9473951855,-38.78323362835
"Mainland Marina 15","Mainland Island 54",5,178.025686769,-38.6865385205,178.344879643286,-38.3769742580143
"Mainland Marina 15","Mainland Island 56",1,178.025686769,-38.6865385205,178.3814702115,-38.0594964574
"Mainland Marina 15","Mainland Island 58",1,178.025686769,-38.6865385205,178.572425924,-37.6733241957
"Mainland Marina 15","Mainland Marina 14",4,178.025686769,-38.6865385205,176.18072485,-37.66724799505
"Mainland Marina 15","Mainland Marina 16",5,178.025686769,-38.6865385205,176.892343211,-39.4832270598
"Mainland Marina 15","Mainland Marina 9",1,178.025686769,-38.6865385205,174.7806808478,-36.84457156828
"Mainland Marina 15","Mainland Mooring 11",3,178.025686769,-38.6865385205,177.02729353,-37.937372686
"Mainland Marina 15","Mainland Mooring 62",1,178.025686769,-38.6865385205,174.9063578104,-36.88621788714
"Mainland Marina 15","Mainland Mooring 64",1,178.025686769,-38.6865385205,174.799140037429,-36.8335831537
"Mainland Marina 15","Mainland Mussels 1",1,178.025686769,-38.6865385205,177.833999732,-39.1504568236
"Mainland Marina 16","Mainland Beach 1",3,176.892343211,-39.4832270598,176.955979727,-39.3540981959
"Mainland Marina 16","Mainland CHS 19",1,176.892343211,-39.4832270598,177.992973811,-37.5696990508
"Mainland Marina 16","Mainland CHS 21",1,176.892343211,-39.4832270598,178.305217865,-38.3748802593
"Mainland Marina 16","Mainland Island 113",1,176.892343211,-39.4832270598,177.0822333386,-39.63192552568
"Mainland Marina 16","Mainland Island 54",1,176.892343211,-39.4832270598,178.344879643286,-38.3769742580143
"Mainland Marina 16","Mainland Island 7",1,176.892343211,-39.4832270598,176.427145963,-37.6231809272
"Mainland Marina 16","Mainland Marina 11",1,176.892343211,-39.4832270598,175.70634073,-36.8220996925
"Mainland Marina 16","Mainland Marina 14",4,176.892343211,-39.4832270598,176.18072485,-37.66724799505
"Mainland Marina 16","Mainland Marina 15",6,176.892343211,-39.4832270598,178.025686769,-38.6865385205
"Mainland Marina 16","Mainland Marina 20",1,176.892343211,-39.4832270598,173.778551490467,-41.2760070606045
"Mainland Marina 16","Mainland Marina 21",1,176.892343211,-39.4832270598,173.28112545,-41.2598353107
"Mainland Marina 16","Mainland Marina 24",1,176.892343211,-39.4832270598,172.700922827,-43.571619835
"Mainland Marina 16","Mainland Marina 9",6,176.892343211,-39.4832270598,174.7806808478,-36.84457156828
"Mainland Marina 16","Mainland Mooring 2",2,176.892343211,-39.4832270598,172.937592032597,-43.7995245138385
"Mainland Marina 16","Mainland Mooring 28",1,176.892343211,-39.4832270598,175.772892556,-36.6005389888
"Mainland Marina 16","Mainland Mooring 50",1,176.892343211,-39.4832270598,175.484314823333,-36.3264657695333
"Mainland Marina 16","Mainland Mooring 6",1,176.892343211,-39.4832270598,173.699316066,-42.4024193199
"Mainland Marina 16","Mainland Mooring 64",2,176.892343211,-39.4832270598,174.799140037429,-36.8335831537
"Mainland Marina 16","Mainland Mooring 75",1,176.892343211,-39.4832270598,173.9645409698,-40.99108242362
"Mainland Marina 16","Mainland Mooring 86",1,176.892343211,-39.4832270598,174.288145393714,-41.2293859511714
"Mainland Marina 16","Mainland Mussels 1",1,176.892343211,-39.4832270598,177.833999732,-39.1504568236
"Mainland Marina 16","Mainland Mussels 20",2,176.892343211,-39.4832270598,174.233087006833,-41.2447358629167
"Mainland Marina 16","Mainland Mussels 29",1,176.892343211,-39.4832270598,175.341963074222,-36.1619629048222
"Mainland Marina 16","Mainland Mussels 38",1,176.892343211,-39.4832270598,177.101744055,-39.3161741905
"Mainland Marina 16","Mainland Oysters 23",1,176.892343211,-39.4832270598,174.459996629,-35.817853824
"Mainland Marina 17","Mainland Mooring 2",1,174.840336911,-41.1030560449,172.937592032597,-43.7995245138385
"Mainland Marina 18","Mainland Salmon 10",1,174.826126683,-41.348271853125,168.338361928195,-46.5965250210953
"Mainland Marina 19","Mainland Island 36",1,174.0202281785,-41.2646804315,166.6272495705,-45.78038756455
"Mainland Marina 19","Mainland Marina 15",1,174.0202281785,-41.2646804315,178.025686769,-38.6865385205
"Mainland Marina 19","Mainland Marina 16",2,174.0202281785,-41.2646804315,176.892343211,-39.4832270598
"Mainland Marina 19","Mainland Marina 24",1,174.0202281785,-41.2646804315,172.700922827,-43.571619835
"Mainland Marina 19","Mainland Marina 6",1,174.0202281785,-41.2646804315,174.788355122,-36.620952782
"Mainland Marina 19","Mainland Mooring 2",1,174.0202281785,-41.2646804315,172.937592032597,-43.7995245138385
"Mainland Marina 19","Mainland Mooring 66",4,174.0202281785,-41.2646804315,174.127198883,-41.336388029
"Mainland Marina 19","Mainland Mooring 75",2,174.0202281785,-41.2646804315,173.9645409698,-40.99108242362
"Mainland Marina 19","Mainland Mooring 85",8,174.0202281785,-41.2646804315,174.006400068333,-41.2510123148667
"Mainland Marina 19","Mainland Mooring 86",1,174.0202281785,-41.2646804315,174.288145393714,-41.2293859511714
"Mainland Marina 19","Mainland MR 18",3,174.0202281785,-41.2646804315,174.287529359,-41.1142185935
"Mainland Marina 19","Mainland Mussels 13",2,174.0202281785,-41.2646804315,173.980650718941,-40.9238728910323
"Mainland Marina 19","Mainland Mussels 15",2,174.0202281785,-41.2646804315,174.065414543427,-41.2301478005658
"Mainland Marina 19","Mainland Mussels 20",1,174.0202281785,-41.2646804315,174.233087006833,-41.2447358629167
"Mainland Marina 19","Mainland Mussels 23",1,174.0202281785,-41.2646804315,174.101863670594,-41.0198760169469
"Mainland Marina 19","Mainland Mussels 27",1,174.0202281785,-41.2646804315,174.050066828167,-40.9562469427278
"Mainland Marina 19","Mainland Mussels 59",2,174.0202281785,-41.2646804315,174.198512686,-40.9950815535
"Mainland Marina 19","Mainland Salmon 5",1,174.0202281785,-41.2646804315,173.959515285,-40.9808237596333
"Mainland Marina 2","Mainland Aquaculture 3",1,174.1034276155,-35.24046385095,174.0915419815,-35.22973932065
"Mainland Marina 2","Mainland Marina 1",1,174.1034276155,-35.24046385095,173.741918150416,-35.0639430610256
"Mainland Marina 2","Mainland Marina 9",1,174.1034276155,-35.24046385095,174.7806808478,-36.84457156828
"Mainland Marina 2","Mainland Mooring 35",12,174.1034276155,-35.24046385095,174.115811762778,-35.2454224835259
"Mainland Marina 2","Mainland Mooring 36",4,174.1034276155,-35.24046385095,174.234434919178,-35.2312827907832
"Mainland Marina 2","Mainland Mooring 40",1,174.1034276155,-35.24046385095,173.5128284085,-34.9897998043
"Mainland Marina 2","Mainland Mooring 44",1,174.1034276155,-35.24046385095,173.7677530242,-35.00289248482
"Mainland Marina 2","Mainland Mooring 45",1,174.1034276155,-35.24046385095,173.9259022535,-35.02296556645
"Mainland Marina 2","Mainland Oysters 21",18,174.1034276155,-35.24046385095,174.128783634167,-35.2517751985
"Mainland Marina 2","Mainland Oysters 22",8,174.1034276155,-35.24046385095,174.222283953,-35.2200093351
"Mainland Marina 20","Mainland Aquaculture 6",1,173.778551490467,-41.2760070606045,173.889486207,-41.0940199997
"Mainland Marina 20","Mainland Marina 16",1,173.778551490467,-41.2760070606045,176.892343211,-39.4832270598
"Mainland Marina 20","Mainland Mooring 72",1,173.778551490467,-41.2760070606045,173.89542902375,-40.88241785235
"Mainland Marina 20","Mainland Mooring 75",1,173.778551490467,-41.2760070606045,173.9645409698,-40.99108242362
"Mainland Marina 20","Mainland Mooring 76",1,173.778551490467,-41.2760070606045,173.871958233333,-41.0352855986333
"Mainland Marina 20","Mainland Oysters 8",3,173.778551490467,-41.2760070606045,174.016835371074,-41.1807266813516
"Mainland Marina 21","Mainland Aquaculture 9",1,173.28112545,-41.2598353107,173.723087334,-41.0670843862
"Mainland Marina 21","Mainland Marina 16",1,173.28112545,-41.2598353107,176.892343211,-39.4832270598
"Mainland Marina 21","Mainland Marina 9",1,173.28112545,-41.2598353107,174.7806808478,-36.84457156828
"Mainland Marina 21","Mainland Mooring 36",1,173.28112545,-41.2598353107,174.234434919178,-35.2312827907832
"Mainland Marina 21","Mainland Mooring 67",1,173.28112545,-41.2598353107,173.68354547475,-41.07614784765
"Mainland Marina 21","Mainland Mooring 70",1,173.28112545,-41.2598353107,173.802729578,-40.861910719
"Mainland Marina 21","Mainland Mooring 75",1,173.28112545,-41.2598353107,173.9645409698,-40.99108242362
"Mainland Marina 21","Mainland Mooring 97",2,173.28112545,-41.2598353107,173.0318159396,-41.01975639384
"Mainland Marina 21","Mainland Mooring 98",5,173.28112545,-41.2598353107,173.081263108,-40.9410273656
"Mainland Marina 21","Mainland Mooring 99",1,173.28112545,-41.2598353107,173.033720573,-40.850837916
"Mainland Marina 21","Mainland MR 17",3,173.28112545,-41.2598353107,173.081263108,-40.8869285639
"Mainland Marina 21","Mainland Mussels 14",1,173.28112545,-41.2598353107,173.7887969194,-40.97293685782
"Mainland Marina 21","Mainland Mussels 23",1,173.28112545,-41.2598353107,174.101863670594,-41.0198760169469
"Mainland Marina 21","Mainland Mussels 26",1,173.28112545,-41.2598353107,173.9001261185,-40.86784882335
"Mainland Marina 21","Mainland Mussels 30",1,173.28112545,-41.2598353107,173.889486207,-40.7543266608
"Mainland Marina 21","Mainland Mussels 41",1,173.28112545,-41.2598353107,174.840336911,-41.3511451163
"Mainland Marina 21","Mainland Mussels 44",1,173.28112545,-41.2598353107,173.1103062086,-41.0787575376
"Mainland Marina 21","Mainland Mussels 59",1,173.28112545,-41.2598353107,174.198512686,-40.9950815535
"Mainland Marina 21","Mainland Salmon 7",1,173.28112545,-41.2598353107,174.251275179,-41.2467510056667
"Mainland Marina 23","Mainland Mooring 98",1,172.891092968,-40.814727448,173.081263108,-40.9410273656
"Mainland Marina 23","Mainland MR 17",1,172.891092968,-40.814727448,173.081263108,-40.8869285639
"Mainland Marina 23","Mainland Mussels 7",2,172.891092968,-40.814727448,172.917661289611,-40.8055560078003
"Mainland Marina 24","Mainland Island 41",1,172.700922827,-43.571619835,173.105018314,-43.6957734894
"Mainland Marina 24","Mainland Marina 16",1,172.700922827,-43.571619835,176.892343211,-39.4832270598
"Mainland Marina 24","Mainland Mooring 2",1,172.700922827,-43.571619835,172.937592032597,-43.7995245138385
"Mainland Marina 3","Mainland Marina 8",1,174.5550817,-35.6045937777,174.673938038,-36.8181676908
"Mainland Marina 3","Mainland Mooring 41",6,174.5550817,-35.6045937777,174.551119822,-35.6207688664667
"Mainland Marina 5","Mainland CHS 63",1,174.7357559835,-36.39353752665,175.4310681485,-36.1081288082
"Mainland Marina 5","Mainland Island 75",2,174.7357559835,-36.39353752665,174.889879607,-36.6008138366
"Mainland Marina 5","Mainland Island 82",1,174.7357559835,-36.39353752665,175.104534529658,-35.9100054935395
"Mainland Marina 5","Mainland Marina 14",1,174.7357559835,-36.39353752665,176.18072485,-37.66724799505
"Mainland Marina 5","Mainland Marina 6",5,174.7357559835,-36.39353752665,174.788355122,-36.620952782
"Mainland Marina 5","Mainland Marina 9",5,174.7357559835,-36.39353752665,174.7806808478,-36.84457156828
"Mainland Marina 5","Mainland Mooring 27",1,174.7357559835,-36.39353752665,175.465709040333,-36.5225860606667
"Mainland Marina 5","Mainland Mooring 41",1,174.7357559835,-36.39353752665,174.551119822,-35.6207688664667
"Mainland Marina 5","Mainland Mooring 42",1,174.7357559835,-36.39353752665,174.5217148356,-35.83060401092
"Mainland Marina 5","Mainland Mooring 44",1,174.7357559835,-36.39353752665,173.7677530242,-35.00289248482
"Mainland Marina 5","Mainland Mooring 49",3,174.7357559835,-36.39353752665,174.8046800095,-36.30038057365
"Mainland Marina 5","Mainland Mooring 50",1,174.7357559835,-36.39353752665,175.484314823333,-36.3264657695333
"Mainland Marina 5","Mainland Mooring 51",2,174.7357559835,-36.39353752665,175.394999821667,-36.2618971699
"Mainland Marina 5","Mainland Mooring 52",5,174.7357559835,-36.39353752665,175.3452219984,-36.16394118716
"Mainland Marina 5","Mainland Mooring 53",2,174.7357559835,-36.39353752665,174.7427249285,-36.4036802051
"Mainland Marina 5","Mainland Mooring 54",6,174.7357559835,-36.39353752665,174.726266053333,-36.4982412371667
"Mainland Marina 5","Mainland Mooring 60",1,174.7357559835,-36.39353752665,175.054278319,-36.7799339133
"Mainland Marina 5","Mainland Mooring 64",1,174.7357559835,-36.39353752665,174.799140037429,-36.8335831537
"Mainland Marina 5","Mainland Mooring 65",20,174.7357559835,-36.39353752665,174.829097479333,-36.4237396672
"Mainland Marina 5","Mainland MR 3",5,174.7357559835,-36.39353752665,174.840336911,-36.3580937062
"Mainland Marina 5","Mainland Mussels 29",1,174.7357559835,-36.39353752665,175.341963074222,-36.1619629048222
"Mainland Marina 5","Mainland Mussels 58",7,174.7357559835,-36.39353752665,174.745251841,-36.3965387897
"Mainland Marina 5","Mainland Oysters 1",3,174.7357559835,-36.39353752665,174.72768992552,-36.49169210662
"Mainland Marina 5","Mainland Oysters 18",14,174.7357559835,-36.39353752665,174.745251841,-36.4157541424
"Mainland Marina 5","Mainland Oysters 22",2,174.7357559835,-36.39353752665,174.222283953,-35.2200093351
"Mainland Marina 5","Mainland Oysters 23",1,174.7357559835,-36.39353752665,174.459996629,-35.817853824
"Mainland Marina 5","Mainland Salmon 12",12,174.7357559835,-36.39353752665,174.817813456,-36.4171652096
"Mainland Marina 6","Mainland Beach 24",2,174.788355122,-36.620952782,175.484194055333,-36.2454641751333
"Mainland Marina 6","Mainland Island 72",3,174.788355122,-36.620952782,175.170341349,-36.7229927366
"Mainland Marina 6","Mainland Island 75",20,174.788355122,-36.620952782,174.889879607,-36.6008138366
"Mainland Marina 6","Mainland Island 77",1,174.788355122,-36.620952782,175.771635409,-36.4365505837
"Mainland Marina 6","Mainland Island 79",1,174.788355122,-36.620952782,175.470518094,-36.133401488375
"Mainland Marina 6","Mainland Island 80",1,174.788355122,-36.620952782,175.4070954425,-36.039032408725
"Mainland Marina 6","Mainland Island 83",1,174.788355122,-36.620952782,174.586375307,-35.8287957246
"Mainland Marina 6","Mainland Marina 13",1,174.788355122,-36.620952782,175.866510328,-37.1970358491
"Mainland Marina 6","Mainland Marina 14",5,174.788355122,-36.620952782,176.18072485,-37.66724799505
"Mainland Marina 6","Mainland Marina 19",1,174.788355122,-36.620952782,174.0202281785,-41.2646804315
"Mainland Marina 6","Mainland Marina 5",2,174.788355122,-36.620952782,174.7357559835,-36.39353752665
"Mainland Marina 6","Mainland Marina 7",1,174.788355122,-36.620952782,174.769023108,-36.7416808893
"Mainland Marina 6","Mainland Marina 8",5,174.788355122,-36.620952782,174.673938038,-36.8181676908
"Mainland Marina 6","Mainland Marina 9",30,174.788355122,-36.620952782,174.7806808478,-36.84457156828
"Mainland Marina 6","Mainland Mooring 25",2,174.788355122,-36.620952782,175.434166988,-36.8246320442
"Mainland Marina 6","Mainland Mooring 26",3,174.788355122,-36.620952782,175.47579357175,-36.764238297875
"Mainland Marina 6","Mainland Mooring 28",1,174.788355122,-36.620952782,175.772892556,-36.6005389888
"Mainland Marina 6","Mainland Mooring 35",1,174.788355122,-36.620952782,174.115811762778,-35.2454224835259
"Mainland Marina 6","Mainland Mooring 36",1,174.788355122,-36.620952782,174.234434919178,-35.2312827907832
"Mainland Marina 6","Mainland Mooring 41",2,174.788355122,-36.620952782,174.551119822,-35.6207688664667
"Mainland Marina 6","Mainland Mooring 42",5,174.788355122,-36.620952782,174.5217148356,-35.83060401092
"Mainland Marina 6","Mainland Mooring 45",1,174.788355122,-36.620952782,173.9259022535,-35.02296556645
"Mainland Marina 6","Mainland Mooring 46",1,174.788355122,-36.620952782,174.388682827,-35.3907587621
"Mainland Marina 6","Mainland Mooring 49",1,174.788355122,-36.620952782,174.8046800095,-36.30038057365
"Mainland Marina 6","Mainland Mooring 50",6,174.788355122,-36.620952782,175.484314823333,-36.3264657695333
"Mainland Marina 6","Mainland Mooring 51",3,174.788355122,-36.620952782,175.394999821667,-36.2618971699
"Mainland Marina 6","Mainland Mooring 52",16,174.788355122,-36.620952782,175.3452219984,-36.16394118716
"Mainland Marina 6","Mainland Mooring 54",11,174.788355122,-36.620952782,174.726266053333,-36.4982412371667
"Mainland Marina 6","Mainland Mooring 55",5,174.788355122,-36.620952782,174.745876747333,-36.63214296835
"Mainland Marina 6","Mainland Mooring 56",45,174.788355122,-36.620952782,174.769023108,-36.7225471621
"Mainland Marina 6","Mainland Mooring 58",5,174.788355122,-36.620952782,174.984934641667,-36.7547664897667
"Mainland Marina 6","Mainland Mooring 59",4,174.788355122,-36.620952782,175.0339161016,-36.82694775294
"Mainland Marina 6","Mainland Mooring 60",19,174.788355122,-36.620952782,175.054278319,-36.7799339133
"Mainland Marina 6","Mainland Mooring 61",3,174.788355122,-36.620952782,175.165210901667,-36.8436440399333
"Mainland Marina 6","Mainland Mooring 62",4,174.788355122,-36.620952782,174.9063578104,-36.88621788714
"Mainland Marina 6","Mainland Mooring 64",18,174.788355122,-36.620952782,174.799140037429,-36.8335831537
"Mainland Marina 6","Mainland Mooring 65",69,174.788355122,-36.620952782,174.829097479333,-36.4237396672
"Mainland Marina 6","Mainland MR 3",3,174.788355122,-36.620952782,174.840336911,-36.3580937062
"Mainland Marina 6","Mainland MR 38",1,174.788355122,-36.620952782,174.678977777,-36.8681218034
"Mainland Marina 6","Mainland MR 39",7,174.788355122,-36.620952782,174.745251841,-36.6651171306
"Mainland Marina 6","Mainland Mussels 29",14,174.788355122,-36.620952782,175.341963074222,-36.1619629048222
"Mainland Marina 6","Mainland Mussels 3",1,174.788355122,-36.620952782,175.0661639535,-36.83727495265
"Mainland Marina 6","Mainland Mussels 54",1,174.788355122,-36.620952782,175.16964666,-36.8061142425
"Mainland Marina 6","Mainland Mussels 58",3,174.788355122,-36.620952782,174.745251841,-36.3965387897
"Mainland Marina 6","Mainland Oysters 1",5,174.788355122,-36.620952782,174.72768992552,-36.49169210662
"Mainland Marina 6","Mainland Oysters 16",13,174.788355122,-36.620952782,175.169953813,-36.8029395727
"Mainland Marina 6","Mainland Oysters 17",2,174.788355122,-36.620952782,175.1250922205,-36.83929055045
"Mainland Marina 6","Mainland Oysters 18",3,174.788355122,-36.620952782,174.745251841,-36.4157541424
"Mainland Marina 6","Mainland Oysters 21",1,174.788355122,-36.620952782,174.128783634167,-35.2517751985
"Mainland Marina 6","Mainland Oysters 22",1,174.788355122,-36.620952782,174.222283953,-35.2200093351
"Mainland Marina 6","Mainland Oysters 23",5,174.788355122,-36.620952782,174.459996629,-35.817853824
"Mainland Marina 6","Mainland Salmon 12",9,174.788355122,-36.620952782,174.817813456,-36.4171652096
"Mainland Marina 7","Mainland Island 75",1,174.769023108,-36.7416808893,174.889879607,-36.6008138366
"Mainland Marina 7","Mainland Island 80",1,174.769023108,-36.7416808893,175.4070954425,-36.039032408725
"Mainland Marina 7","Mainland Marina 6",3,174.769023108,-36.7416808893,174.788355122,-36.620952782
"Mainland Marina 7","Mainland Marina 9",9,174.769023108,-36.7416808893,174.7806808478,-36.84457156828
"Mainland Marina 7","Mainland Mooring 56",7,174.769023108,-36.7416808893,174.769023108,-36.7225471621
"Mainland Marina 7","Mainland Mooring 62",1,174.769023108,-36.7416808893,174.9063578104,-36.88621788714
"Mainland Marina 7","Mainland Mooring 64",5,174.769023108,-36.7416808893,174.799140037429,-36.8335831537
"Mainland Marina 8","Mainland Beach 24",1,174.673938038,-36.8181676908,175.484194055333,-36.2454641751333
"Mainland Marina 8","Mainland Beach 29",1,174.673938038,-36.8181676908,175.482161136333,-36.1545944806333
"Mainland Marina 8","Mainland Marina 10",5,174.673938038,-36.8181676908,174.924367416,-36.880523818525
"Mainland Marina 8","Mainland Marina 14",1,174.673938038,-36.8181676908,176.18072485,-37.66724799505
"Mainland Marina 8","Mainland Marina 6",6,174.673938038,-36.8181676908,174.788355122,-36.620952782
"Mainland Marina 8","Mainland Marina 7",1,174.673938038,-36.8181676908,174.769023108,-36.7416808893
"Mainland Marina 8","Mainland Marina 9",53,174.673938038,-36.8181676908,174.7806808478,-36.84457156828
"Mainland Marina 8","Mainland Mooring 35",1,174.673938038,-36.8181676908,174.115811762778,-35.2454224835259
"Mainland Marina 8","Mainland Mooring 52",4,174.673938038,-36.8181676908,175.3452219984,-36.16394118716
"Mainland Marina 8","Mainland Mooring 54",2,174.673938038,-36.8181676908,174.726266053333,-36.4982412371667
"Mainland Marina 8","Mainland Mooring 56",1,174.673938038,-36.8181676908,174.769023108,-36.7225471621
"Mainland Marina 8","Mainland Mooring 58",3,174.673938038,-36.8181676908,174.984934641667,-36.7547664897667
"Mainland Marina 8","Mainland Mooring 60",3,174.673938038,-36.8181676908,175.054278319,-36.7799339133
"Mainland Marina 8","Mainland Mooring 61",1,174.673938038,-36.8181676908,175.165210901667,-36.8436440399333
"Mainland Marina 8","Mainland Mooring 63",20,174.673938038,-36.8181676908,174.697576695143,-36.8303688103286
"Mainland Marina 8","Mainland Mooring 64",6,174.673938038,-36.8181676908,174.799140037429,-36.8335831537
"Mainland Marina 8","Mainland Mooring 65",5,174.673938038,-36.8181676908,174.829097479333,-36.4237396672
"Mainland Marina 8","Mainland Mussels 29",2,174.673938038,-36.8181676908,175.341963074222,-36.1619629048222
"Mainland Marina 8","Mainland Mussels 37",1,174.673938038,-36.8181676908,175.417070942697,-36.834781053903
"Mainland Marina 8","Mainland Oysters 19",2,174.673938038,-36.8181676908,175.696102545,-36.8222867555
"Mainland Marina 8","Mainland Oysters 22",1,174.673938038,-36.8181676908,174.222283953,-35.2200093351
"Mainland Marina 8","Mainland Salmon 12",2,174.673938038,-36.8181676908,174.817813456,-36.4171652096
"Mainland Marina 9","Mainland Aquaculture 4",1,174.7806808478,-36.84457156828,175.451390291,-36.7329484605
"Mainland Marina 9","Mainland Beach 10",1,174.7806808478,-36.84457156828,175.791444444,-36.6934444444
"Mainland Marina 9","Mainland Beach 2",1,174.7806808478,-36.84457156828,174.8260741504,-37.05763120878
"Mainland Marina 9","Mainland Beach 27",1,174.7806808478,-36.84457156828,174.769527778,-37.9045
"Mainland Marina 9","Mainland Beach 29",2,174.7806808478,-36.84457156828,175.482161136333,-36.1545944806333
"Mainland Marina 9","Mainland Beach 33",2,174.7806808478,-36.84457156828,174.697709305,-36.9518342411
"Mainland Marina 9","Mainland CHS 10",13,174.7806808478,-36.84457156828,175.525633969,-37.1689870719333
"Mainland Marina 9","Mainland CHS 12",2,174.7806808478,-36.84457156828,175.553474939,-36.5884764734
"Mainland Marina 9","Mainland CHS 63",5,174.7806808478,-36.84457156828,175.4310681485,-36.1081288082
"Mainland Marina 9","Mainland CHS 64",1,174.7806808478,-36.84457156828,175.477855957,-36.2195625981
"Mainland Marina 9","Mainland CHS 77",1,174.7806808478,-36.84457156828,171.274646771,-44.3954634437
"Mainland Marina 9","Mainland Island 10",7,174.7806808478,-36.84457156828,175.793576305,-36.6985332257
"Mainland Marina 9","Mainland Island 13",8,174.7806808478,-36.84457156828,174.732162756087,-35.9507358592261
"Mainland Marina 9","Mainland Island 14",1,174.7806808478,-36.84457156828,174.732904555397,-35.8887008695667
"Mainland Marina 9","Mainland Island 67",4,174.7806808478,-36.84457156828,176.081709432397,-36.9588858977016
"Mainland Marina 9","Mainland Island 69",3,174.7806808478,-36.84457156828,174.740578605,-36.9552935626333
"Mainland Marina 9","Mainland Island 7",1,174.7806808478,-36.84457156828,176.427145963,-37.6231809272
"Mainland Marina 9","Mainland Island 72",13,174.7806808478,-36.84457156828,175.170341349,-36.7229927366
"Mainland Marina 9","Mainland Island 75",11,174.7806808478,-36.84457156828,174.889879607,-36.6008138366
