from,to,fromnID,tonID,vessels,Perc_tot,xx,yx,xy,yy
Mainland Marina 18,Mainland Marina 16,1070,1068,110,0.971559795,174.8261267,-41.34827185,176.8923432,-39.48322706
Mainland Mooring 28,Mainland Marina 16,1108,1068,64,0.565271154,175.7728926,-36.60053899,176.8923432,-39.48322706
Mainland Marina 13,Mainland Marina 16,1065,1068,6,0.052994171,175.8665103,-37.19703585,176.8923432,-39.48322706
Mainland Marina 14,Mainland Marina 16,1066,1068,2,0.017664724,176.1807249,-37.667248,176.8923432,-39.48322706
Mainland Marina 19,Mainland Marina 16,1071,1068,1,0.008832362,174.0202282,-41.26468043,176.8923432,-39.48322706
Mainland Mussels 1,Mainland Marina 16,1595,1068,1,0.008832362,177.8339997,-39.15045682,176.8923432,-39.48322706
Mainland Marina 16,Mainland Marina 18,1068,1070,64,0.565271154,176.8923432,-39.48322706,174.8261267,-41.34827185
Mainland Mussels 15,Mainland Marina 18,1623,1070,4,0.035329447,174.0654145,-41.2301478,174.8261267,-41.34827185
Mainland Marina 9,Mainland Marina 18,1061,1070,25,0.220809044,174.7806808,-36.84457157,174.8261267,-41.34827185
Mainland MR 19,Mainland Marina 18,1203,1070,73,0.644762409,174.3933379,-35.793184,174.8261267,-41.34827185
Mainland Marina 1,Mainland Marina 18,1053,1070,102,0.900900901,173.7419182,-35.06394306,174.8261267,-41.34827185
Mainland Beach 24,Mainland Marina 19,1390,1071,3,0.026497085,175.4841941,-36.24546418,174.0202282,-41.26468043
Mainland Mooring 28,Mainland Marina 19,1108,1071,1,0.008832362,175.7728926,-36.60053899,174.0202282,-41.26468043
Mainland Mooring 65,Mainland Marina 19,1145,1071,2,0.017664724,174.8290975,-36.42373967,174.0202282,-41.26468043
Mainland Marina 16,Mainland Marina 19,1068,1071,3,0.026497085,176.8923432,-39.48322706,174.0202282,-41.26468043
Mainland Marina 21,Mainland Marina 19,1073,1071,1,0.008832362,173.2811255,-41.25983531,174.0202282,-41.26468043
Mainland MR 19,Mainland Marina 2,1203,1054,4,0.035329447,174.3933379,-35.793184,174.1034276,-35.24046385
Mainland Marina 1,Mainland Marina 2,1053,1054,16,0.141317788,173.7419182,-35.06394306,174.1034276,-35.24046385
Mainland Mooring 47,Mainland Marina 2,1127,1054,4,0.035329447,174.3411403,-35.3128583,174.1034276,-35.24046385
Mainland Aquaculture 3,Mainland Marina 2,1679,1054,18,0.158982512,174.091542,-35.22973932,174.1034276,-35.24046385
Mainland Mooring 36,Mainland Marina 2,1116,1054,23,0.203144321,174.2344349,-35.23128279,174.1034276,-35.24046385
Mainland Oysters 21,Mainland Marina 2,1683,1054,45,0.39745628,174.1287836,-35.2517752,174.1034276,-35.24046385
Mainland Mussels 59,Mainland Marina 20,1647,1072,1,0.008832362,174.1985127,-40.99508155,173.7785515,-41.27600706
Mainland Mooring 98,Mainland Marina 21,1178,1073,40,0.353294471,173.0812631,-40.94102737,173.2811255,-41.25983531
Mainland Mooring 70,Mainland Marina 21,1150,1073,11,0.09715598,173.8027296,-40.86191072,173.2811255,-41.25983531
Mainland Mooring 37,Mainland Marina 21,1117,1073,1,0.008832362,174.0281519,-35.11777579,173.2811255,-41.25983531
Mainland Marina 18,Mainland Marina 21,1070,1073,64,0.565271154,174.8261267,-41.34827185,173.2811255,-41.25983531
Mainland Island 79,Mainland Marina 21,1571,1073,63,0.556438792,175.4705181,-36.13340149,173.2811255,-41.25983531
Mainland MR 5,Mainland Marina 24,1188,1076,1,0.008832362,168.109126,-46.94073307,172.7009228,-43.57161984
Mainland Mooring 36,Mainland Marina 3,1116,1055,26,0.229641406,174.2344349,-35.23128279,174.5550817,-35.60459378
Mainland Oysters 23,Mainland Marina 3,1685,1055,1,0.008832362,174.4599966,-35.81785382,174.5550817,-35.60459378
Mainland Mooring 52,Mainland Marina 3,1132,1055,10,0.088323618,175.345222,-36.16394119,174.5550817,-35.60459378
Mainland Mooring 42,Mainland Marina 3,1122,1055,1,0.008832362,174.5217148,-35.83060401,174.5550817,-35.60459378
Mainland Island 80,Mainland Marina 3,1572,1055,1,0.008832362,175.4070954,-36.03903241,174.5550817,-35.60459378
Mainland Mussels 29,Mainland Marina 3,1625,1055,2,0.017664724,175.3419631,-36.1619629,174.5550817,-35.60459378
Mainland MR 4,Mainland Marina 3,1187,1055,9,0.079491256,174.7214806,-35.48802768,174.5550817,-35.60459378
Mainland Mooring 12,Mainland Marina 4,1092,1056,1,0.008832362,174.0456748,-39.05704043,174.4165507,-35.81754382
Mainland Mooring 47,Mainland Marina 4,1127,1056,16,0.141317788,174.3411403,-35.3128583,174.4165507,-35.81754382
Mainland Mussels 3,Mainland Marina 4,1608,1056,3,0.026497085,175.066164,-36.83727495,174.4165507,-35.81754382
Mainland Island 82,Mainland Marina 4,1475,1056,1,0.008832362,175.1045345,-35.91000549,174.4165507,-35.81754382
Mainland Mooring 50,Mainland Marina 4,1130,1056,2,0.017664724,175.4843148,-36.32646577,174.4165507,-35.81754382
Mainland CHS 63,Mainland Marina 4,1287,1056,3,0.026497085,175.4310681,-36.10812881,174.4165507,-35.81754382
Mainland CHS 5,Mainland Marina 4,1229,1056,3,0.026497085,173.6252551,-34.94874268,174.4165507,-35.81754382
Mainland Mooring 58,Mainland Marina 4,1138,1056,1,0.008832362,174.9849346,-36.75476649,174.4165507,-35.81754382
Mainland Mooring 51,Mainland Marina 4,1131,1056,2,0.017664724,175.3949998,-36.26189717,174.4165507,-35.81754382
Mainland Mussels 57,Mainland Marina 4,1697,1056,3,0.026497085,175.3298887,-36.91937955,174.4165507,-35.81754382
Mainland Oysters 23,Mainland Marina 4,1685,1056,14,0.123653065,174.4599966,-35.81785382,174.4165507,-35.81754382
Mainland Mooring 42,Mainland Marina 4,1122,1056,26,0.229641406,174.5217148,-35.83060401,174.4165507,-35.81754382
Mainland Island 84,Mainland Marina 4,1477,1056,1,0.008832362,174.4612136,-35.47498265,174.4165507,-35.81754382
Mainland Beach 29,Mainland Marina 4,1395,1056,3,0.026497085,175.4821611,-36.15459448,174.4165507,-35.81754382
Mainland Island 78,Mainland Marina 4,1570,1056,6,0.052994171,175.0796397,-36.18520786,174.4165507,-35.81754382
Mainland Mooring 52,Mainland Marina 4,1132,1056,14,0.123653065,175.345222,-36.16394119,174.4165507,-35.81754382
Mainland Mussels 29,Mainland Marina 4,1625,1056,3,0.026497085,175.3419631,-36.1619629,174.4165507,-35.81754382
Mainland Mooring 58,Mainland Marina 5,1138,1057,1,0.008832362,174.9849346,-36.75476649,174.735756,-36.39353753
Mainland Mooring 52,Mainland Marina 5,1132,1057,1,0.008832362,175.345222,-36.16394119,174.735756,-36.39353753
Mainland Mooring 27,Mainland Marina 5,1107,1057,1,0.008832362,175.465709,-36.52258606,174.735756,-36.39353753
Mainland Oysters 18,Mainland Marina 5,1607,1057,2,0.017664724,174.7452518,-36.41575414,174.735756,-36.39353753
Mainland Mooring 51,Mainland Marina 5,1131,1057,1,0.008832362,175.3949998,-36.26189717,174.735756,-36.39353753
Mainland Salmon 12,Mainland Marina 5,1676,1057,2,0.017664724,174.8178135,-36.41716521,174.735756,-36.39353753
Mainland Mooring 50,Mainland Marina 5,1130,1057,1,0.008832362,175.4843148,-36.32646577,174.735756,-36.39353753
Mainland Mooring 65,Mainland Marina 5,1145,1057,8,0.070658894,174.8290975,-36.42373967,174.735756,-36.39353753
Mainland Island 75,Mainland Marina 5,1567,1057,3,0.026497085,174.8898796,-36.60081384,174.735756,-36.39353753
Mainland Mooring 54,Mainland Marina 5,1134,1057,4,0.035329447,174.7262661,-36.49824124,174.735756,-36.39353753
Mainland Mussels 29,Mainland Marina 5,1625,1057,1,0.008832362,175.3419631,-36.1619629,174.735756,-36.39353753
Mainland Mooring 60,Mainland Marina 6,1140,1058,4,0.035329447,175.0542783,-36.77993391,174.7883551,-36.62095278
Mainland Mooring 58,Mainland Marina 6,1138,1058,13,0.114820703,174.9849346,-36.75476649,174.7883551,-36.62095278
Mainland Marina 10,Mainland Marina 6,1062,1058,2,0.017664724,174.9243674,-36.88052382,174.7883551,-36.62095278
Mainland CHS 64,Mainland Marina 6,1288,1058,1,0.008832362,175.477856,-36.2195626,174.7883551,-36.62095278
Mainland Mooring 63,Mainland Marina 6,1143,1058,1,0.008832362,174.6975767,-36.83036881,174.7883551,-36.62095278
Mainland Mooring 49,Mainland Marina 6,1129,1058,2,0.017664724,174.80468,-36.30038057,174.7883551,-36.62095278
Mainland Mooring 64,Mainland Marina 6,1144,1058,5,0.044161809,174.79914,-36.83358315,174.7883551,-36.62095278
Mainland Mooring 51,Mainland Marina 6,1131,1058,8,0.070658894,175.3949998,-36.26189717,174.7883551,-36.62095278
Mainland Marina 7,Mainland Marina 6,1059,1058,1,0.008832362,174.7690231,-36.74168089,174.7883551,-36.62095278
Mainland Mooring 62,Mainland Marina 6,1142,1058,1,0.008832362,174.9063578,-36.88621789,174.7883551,-36.62095278
Mainland Mooring 36,Mainland Marina 6,1116,1058,4,0.035329447,174.2344349,-35.23128279,174.7883551,-36.62095278
Mainland Mussels 54,Mainland Marina 6,1694,1058,1,0.008832362,175.1696467,-36.80611424,174.7883551,-36.62095278
Mainland Marina 20,Mainland Marina 6,1072,1058,1,0.008832362,173.7785515,-41.27600706,174.7883551,-36.62095278
Mainland Mooring 28,Mainland Marina 6,1108,1058,1,0.008832362,175.7728926,-36.60053899,174.7883551,-36.62095278
Mainland Beach 75,Mainland Marina 6,1444,1058,1,0.008832362,173.388053,-34.80824802,174.7883551,-36.62095278
Mainland Island 13,Mainland Marina 6,1473,1058,1,0.008832362,174.7321628,-35.95073586,174.7883551,-36.62095278
Mainland CHS 63,Mainland Marina 6,1287,1058,1,0.008832362,175.4310681,-36.10812881,174.7883551,-36.62095278
Mainland Mooring 65,Mainland Marina 6,1145,1058,36,0.317965024,174.8290975,-36.42373967,174.7883551,-36.62095278
Mainland Oysters 16,Mainland Marina 6,1597,1058,6,0.052994171,175.1699538,-36.80293957,174.7883551,-36.62095278
Mainland Marina 14,Mainland Marina 6,1066,1058,2,0.017664724,176.1807249,-37.667248,174.7883551,-36.62095278
Mainland Oysters 1,Mainland Marina 6,1596,1058,5,0.044161809,174.7276899,-36.49169211,174.7883551,-36.62095278
Mainland Marina 9,Mainland Marina 6,1061,1058,5,0.044161809,174.7806808,-36.84457157,174.7883551,-36.62095278
Mainland Oysters 18,Mainland Marina 6,1607,1058,1,0.008832362,174.7452518,-36.41575414,174.7883551,-36.62095278
Mainland Mooring 52,Mainland Marina 6,1132,1058,9,0.079491256,175.345222,-36.16394119,174.7883551,-36.62095278
Mainland Mooring 54,Mainland Marina 6,1134,1058,3,0.026497085,174.7262661,-36.49824124,174.7883551,-36.62095278
Mainland Salmon 12,Mainland Marina 6,1676,1058,9,0.079491256,174.8178135,-36.41716521,174.7883551,-36.62095278
Mainland Island 82,Mainland Marina 6,1475,1058,1,0.008832362,175.1045345,-35.91000549,174.7883551,-36.62095278
Mainland Mooring 50,Mainland Marina 6,1130,1058,2,0.017664724,175.4843148,-36.32646577,174.7883551,-36.62095278
Mainland Island 75,Mainland Marina 6,1567,1058,7,0.061826532,174.8898796,-36.60081384,174.7883551,-36.62095278
Mainland Mussels 29,Mainland Marina 6,1625,1058,1,0.008832362,175.3419631,-36.1619629,174.7883551,-36.62095278
Mainland Oysters 5,Mainland Marina 6,1603,1058,2,0.017664724,175.4346186,-36.81816769,174.7883551,-36.62095278
Mainland Mooring 61,Mainland Marina 6,1141,1058,3,0.026497085,175.1652109,-36.84364404,174.7883551,-36.62095278
Mainland Mooring 40,Mainland Marina 6,1120,1058,1,0.008832362,173.5128284,-34.9897998,174.7883551,-36.62095278
Mainland Marina 6,Mainland Marina 7,1058,1059,1,0.008832362,174.7883551,-36.62095278,174.7690231,-36.74168089
Mainland MR 39,Mainland Marina 7,1223,1059,1,0.008832362,174.7452518,-36.66511713,174.7690231,-36.74168089
Mainland Mooring 26,Mainland Marina 7,1106,1059,1,0.008832362,175.4757936,-36.7642383,174.7690231,-36.74168089
Mainland CHS 4,Mainland Marina 7,1228,1059,1,0.008832362,173.4378321,-34.8242665,174.7690231,-36.74168089
Mainland Oysters 23,Mainland Marina 7,1685,1059,1,0.008832362,174.4599966,-35.81785382,174.7690231,-36.74168089
Mainland Marina 4,Mainland Marina 7,1056,1059,3,0.026497085,174.4165507,-35.81754382,174.7690231,-36.74168089
Mainland Island 72,Mainland Marina 8,1564,1060,1,0.008832362,175.1703413,-36.72299274,174.673938,-36.81816769
Mainland Salmon 12,Mainland Marina 8,1676,1060,2,0.017664724,174.8178135,-36.41716521,174.673938,-36.81816769
Mainland Beach 24,Mainland Marina 8,1390,1060,1,0.008832362,175.4841941,-36.24546418,174.673938,-36.81816769
Mainland Mussels 3,Mainland Marina 8,1608,1060,2,0.017664724,175.066164,-36.83727495,174.673938,-36.81816769
Mainland Oysters 16,Mainland Marina 8,1597,1060,1,0.008832362,175.1699538,-36.80293957,174.673938,-36.81816769
Mainland Mooring 60,Mainland Marina 8,1140,1060,5,0.044161809,175.0542783,-36.77993391,174.673938,-36.81816769
Mainland Mooring 65,Mainland Marina 8,1145,1060,5,0.044161809,174.8290975,-36.42373967,174.673938,-36.81816769
Mainland Marina 9,Mainland Marina 8,1061,1060,1,0.008832362,174.7806808,-36.84457157,174.673938,-36.81816769
Mainland Mooring 51,Mainland Marina 8,1131,1060,1,0.008832362,175.3949998,-36.26189717,174.673938,-36.81816769
Mainland CHS 63,Mainland Marina 8,1287,1060,1,0.008832362,175.4310681,-36.10812881,174.673938,-36.81816769
Mainland Mussels 29,Mainland Marina 8,1625,1060,1,0.008832362,175.3419631,-36.1619629,174.673938,-36.81816769
Mainland Mooring 52,Mainland Marina 8,1132,1060,1,0.008832362,175.345222,-36.16394119,174.673938,-36.81816769
Mainland MR 39,Mainland Marina 9,1223,1061,1,0.008832362,174.7452518,-36.66511713,174.7806808,-36.84457157
Mainland Marina 12,Mainland Marina 9,1064,1061,1,0.008832362,175.8601196,-37.00047603,174.7806808,-36.84457157
Mainland Mooring 42,Mainland Marina 9,1122,1061,1,0.008832362,174.5217148,-35.83060401,174.7806808,-36.84457157
Mainland Island 63,Mainland Marina 9,1556,1061,1,0.008832362,175.9197145,-37.08604227,174.7806808,-36.84457157
Mainland Mooring 27,Mainland Marina 9,1107,1061,1,0.008832362,175.465709,-36.52258606,174.7806808,-36.84457157
Mainland Oysters 16,Mainland Marina 9,1597,1061,29,0.256138491,175.1699538,-36.80293957,174.7806808,-36.84457157
Mainland Mooring 61,Mainland Marina 9,1141,1061,30,0.264970853,175.1652109,-36.84364404,174.7806808,-36.84457157
Mainland Mooring 47,Mainland Marina 9,1127,1061,3,0.026497085,174.3411403,-35.3128583,174.7806808,-36.84457157
Mainland Marina 2,Mainland Marina 9,1054,1061,11,0.09715598,174.1034276,-35.24046385,174.7806808,-36.84457157
Mainland Mooring 64,Mainland Marina 9,1144,1061,11,0.09715598,174.79914,-36.83358315,174.7806808,-36.84457157
Mainland Oysters 22,Mainland Marina 9,1684,1061,6,0.052994171,174.222284,-35.22000934,174.7806808,-36.84457157
Mainland Mooring 55,Mainland Marina 9,1135,1061,6,0.052994171,174.7458767,-36.63214297,174.7806808,-36.84457157
Mainland Island 72,Mainland Marina 9,1564,1061,6,0.052994171,175.1703413,-36.72299274,174.7806808,-36.84457157
Mainland Marina 11,Mainland Marina 9,1063,1061,4,0.035329447,175.7063407,-36.82209969,174.7806808,-36.84457157
Mainland Mussels 18,Mainland Marina 9,1627,1061,1,0.008832362,175.4369037,-36.74994991,174.7806808,-36.84457157
Mainland Island 75,Mainland Marina 9,1567,1061,7,0.061826532,174.8898796,-36.60081384,174.7806808,-36.84457157
Mainland Aquaculture 3,Mainland Marina 9,1679,1061,1,0.008832362,174.091542,-35.22973932,174.7806808,-36.84457157
Mainland Salmon 12,Mainland Marina 9,1676,1061,7,0.061826532,174.8178135,-36.41716521,174.7806808,-36.84457157
Mainland Mooring 52,Mainland Marina 9,1132,1061,19,0.167814874,175.345222,-36.16394119,174.7806808,-36.84457157
Mainland Mooring 60,Mainland Marina 9,1140,1061,34,0.3003003,175.0542783,-36.77993391,174.7806808,-36.84457157
Mainland Mooring 58,Mainland Marina 9,1138,1061,58,0.512276983,174.9849346,-36.75476649,174.7806808,-36.84457157
Mainland Mooring 51,Mainland Marina 9,1131,1061,5,0.044161809,175.3949998,-36.26189717,174.7806808,-36.84457157
Mainland Oysters 1,Mainland Marina 9,1596,1061,13,0.114820703,174.7276899,-36.49169211,174.7806808,-36.84457157
Mainland Mooring 36,Mainland Marina 9,1116,1061,14,0.123653065,174.2344349,-35.23128279,174.7806808,-36.84457157
Mainland CHS 11,Mainland Marina 9,1235,1061,2,0.017664724,175.4108473,-36.58847647,174.7806808,-36.84457157
Mainland Marina 14,Mainland Marina 9,1066,1061,1,0.008832362,176.1807249,-37.667248,174.7806808,-36.84457157
Mainland Oysters 6,Mainland Marina 9,1604,1061,2,0.017664724,175.4885472,-36.76035763,174.7806808,-36.84457157
Mainland Mooring 65,Mainland Marina 9,1145,1061,72,0.635930048,174.8290975,-36.42373967,174.7806808,-36.84457157
Mainland Mussels 29,Mainland Marina 9,1625,1061,2,0.017664724,175.3419631,-36.1619629,174.7806808,-36.84457157
Mainland MR 4,Mainland Marina 9,1187,1061,1,0.008832362,174.7214806,-35.48802768,174.7806808,-36.84457157
Mainland Mooring 50,Mainland Marina 9,1130,1061,3,0.026497085,175.4843148,-36.32646577,174.7806808,-36.84457157
Mainland Island 10,Mainland Marina 9,1471,1061,1,0.008832362,175.7935763,-36.69853323,174.7806808,-36.84457157
Mainland Oysters 17,Mainland Marina 9,1599,1061,1,0.008832362,175.1250922,-36.83929055,174.7806808,-36.84457157
Mainland Mooring 44,Mainland Marina 9,1124,1061,4,0.035329447,173.767753,-35.00289248,174.7806808,-36.84457157
Mainland Mooring 41,Mainland Marina 9,1121,1061,5,0.044161809,174.5511198,-35.62076887,174.7806808,-36.84457157
Mainland Mooring 25,Mainland Marina 9,1105,1061,34,0.3003003,175.434167,-36.82463204,174.7806808,-36.84457157
Mainland Mussels 54,Mainland Marina 9,1694,1061,9,0.079491256,175.1696467,-36.80611424,174.7806808,-36.84457157
Mainland Marina 6,Mainland Marina 9,1058,1061,5,0.044161809,174.7883551,-36.62095278,174.7806808,-36.84457157
Mainland Mooring 28,Mainland Marina 9,1108,1061,2,0.017664724,175.7728926,-36.60053899,174.7806808,-36.84457157
Mainland Mussels 41,Mainland Mooring 12,1661,1092,1,0.008832362,174.8403369,-41.35114512,174.0456748,-39.05704043
Mainland Marina 10,Mainland Mooring 15,1062,1095,1,0.008832362,174.9243674,-36.88052382,167.8981267,-44.64329182
Mainland Marina 21,Mainland Mooring 16,1073,1096,1,0.008832362,173.2811255,-41.25983531,166.983933,-45.13213894
Mainland Mooring 64,Mainland Mooring 21,1144,1101,25,0.220809044,174.79914,-36.83358315,174.8476577,-41.35326034
Mainland CHS 22,Mainland Mooring 21,1246,1101,3,0.026497085,177.9473952,-38.78323363,174.8476577,-41.35326034
Mainland Oysters 1,Mainland Mooring 25,1596,1105,1,0.008832362,174.7276899,-36.49169211,175.434167,-36.82463204
Mainland Mooring 26,Mainland Mooring 25,1106,1105,52,0.459282812,175.4757936,-36.7642383,175.434167,-36.82463204
Mainland Mussels 37,Mainland Mooring 25,1655,1105,2,0.017664724,175.4170709,-36.83478105,175.434167,-36.82463204
Mainland Mooring 62,Mainland Mooring 25,1142,1105,2,0.017664724,174.9063578,-36.88621789,175.434167,-36.82463204
Mainland Mooring 58,Mainland Mooring 25,1138,1105,1,0.008832362,174.9849346,-36.75476649,175.434167,-36.82463204
Mainland Aquaculture 4,Mainland Mooring 25,1689,1105,2,0.017664724,175.4513903,-36.73294846,175.434167,-36.82463204
Mainland Mooring 51,Mainland Mooring 25,1131,1105,1,0.008832362,175.3949998,-36.26189717,175.434167,-36.82463204
Mainland Mussels 3,Mainland Mooring 25,1608,1105,1,0.008832362,175.066164,-36.83727495,175.434167,-36.82463204
Mainland Mooring 52,Mainland Mooring 25,1132,1105,28,0.24730613,175.345222,-36.16394119,175.434167,-36.82463204
Mainland Marina 10,Mainland Mooring 25,1062,1105,2,0.017664724,174.9243674,-36.88052382,175.434167,-36.82463204
Mainland Island 78,Mainland Mooring 25,1570,1105,1,0.008832362,175.0796397,-36.18520786,175.434167,-36.82463204
Mainland Mooring 28,Mainland Mooring 25,1108,1105,2,0.017664724,175.7728926,-36.60053899,175.434167,-36.82463204
Mainland Island 72,Mainland Mooring 25,1564,1105,6,0.052994171,175.1703413,-36.72299274,175.434167,-36.82463204
Mainland Oysters 16,Mainland Mooring 25,1597,1105,12,0.105988341,175.1699538,-36.80293957,175.434167,-36.82463204
Mainland Marina 9,Mainland Mooring 25,1061,1105,5,0.044161809,174.7806808,-36.84457157,175.434167,-36.82463204
Mainland Oysters 6,Mainland Mooring 25,1604,1105,1,0.008832362,175.4885472,-36.76035763,175.434167,-36.82463204
Mainland Oysters 17,Mainland Mooring 25,1599,1105,1,0.008832362,175.1250922,-36.83929055,175.434167,-36.82463204
Mainland Mooring 61,Mainland Mooring 25,1141,1105,18,0.158982512,175.1652109,-36.84364404,175.434167,-36.82463204
Mainland Mussels 48,Mainland Mooring 25,1678,1105,3,0.026497085,175.3993694,-36.69642505,175.434167,-36.82463204
Mainland Oysters 21,Mainland Mooring 25,1683,1105,1,0.008832362,174.1287836,-35.2517752,175.434167,-36.82463204
Mainland Mooring 60,Mainland Mooring 25,1140,1105,2,0.017664724,175.0542783,-36.77993391,175.434167,-36.82463204
Mainland Mooring 59,Mainland Mooring 26,1139,1106,2,0.017664724,175.0339161,-36.82694775,175.4757936,-36.7642383
Mainland Aquaculture 4,Mainland Mooring 26,1689,1106,6,0.052994171,175.4513903,-36.73294846,175.4757936,-36.7642383
Mainland Mooring 58,Mainland Mooring 26,1138,1106,4,0.035329447,174.9849346,-36.75476649,175.4757936,-36.7642383
Mainland Mooring 61,Mainland Mooring 26,1141,1106,9,0.079491256,175.1652109,-36.84364404,175.4757936,-36.7642383
Mainland Mooring 52,Mainland Mooring 26,1132,1106,7,0.061826532,175.345222,-36.16394119,175.4757936,-36.7642383
Mainland Mooring 51,Mainland Mooring 26,1131,1106,6,0.052994171,175.3949998,-36.26189717,175.4757936,-36.7642383
Mainland Mussels 29,Mainland Mooring 26,1625,1106,1,0.008832362,175.3419631,-36.1619629,175.4757936,-36.7642383
Mainland Mooring 50,Mainland Mooring 26,1130,1106,1,0.008832362,175.4843148,-36.32646577,175.4757936,-36.7642383
Mainland Mooring 28,Mainland Mooring 26,1108,1106,2,0.017664724,175.7728926,-36.60053899,175.4757936,-36.7642383
Mainland Mooring 25,Mainland Mooring 26,1105,1106,30,0.264970853,175.434167,-36.82463204,175.4757936,-36.7642383
Mainland Mussels 37,Mainland Mooring 26,1655,1106,18,0.158982512,175.4170709,-36.83478105,175.4757936,-36.7642383
Mainland Oysters 16,Mainland Mooring 26,1597,1106,9,0.079491256,175.1699538,-36.80293957,175.4757936,-36.7642383
Mainland Mussels 48,Mainland Mooring 26,1678,1106,3,0.026497085,175.3993694,-36.69642505,175.4757936,-36.7642383
Mainland Oysters 17,Mainland Mooring 26,1599,1106,1,0.008832362,175.1250922,-36.83929055,175.4757936,-36.7642383
Mainland Mooring 65,Mainland Mooring 26,1145,1106,2,0.017664724,174.8290975,-36.42373967,175.4757936,-36.7642383
Mainland Oysters 18,Mainland Mooring 26,1607,1106,1,0.008832362,174.7452518,-36.41575414,175.4757936,-36.7642383
Mainland Mooring 60,Mainland Mooring 26,1140,1106,1,0.008832362,175.0542783,-36.77993391,175.4757936,-36.7642383
Mainland Marina 9,Mainland Mooring 26,1061,1106,1,0.008832362,174.7806808,-36.84457157,175.4757936,-36.7642383
Mainland CHS 11,Mainland Mooring 26,1235,1106,1,0.008832362,175.4108473,-36.58847647,175.4757936,-36.7642383
Mainland Mooring 25,Mainland Mooring 27,1105,1107,1,0.008832362,175.434167,-36.82463204,175.465709,-36.52258606
Mainland Island 76,Mainland Mooring 27,1568,1107,1,0.008832362,175.3662661,-36.4419488,175.465709,-36.52258606
Mainland Mooring 30,Mainland Mooring 27,1110,1107,1,0.008832362,175.7147573,-36.82193521,175.465709,-36.52258606
Mainland Island 11,Mainland Mooring 27,1472,1107,1,0.008832362,175.8746827,-36.64255099,175.465709,-36.52258606
Mainland Island 72,Mainland Mooring 27,1564,1107,26,0.229641406,175.1703413,-36.72299274,175.465709,-36.52258606
Mainland Mooring 51,Mainland Mooring 27,1131,1107,1,0.008832362,175.3949998,-36.26189717,175.465709,-36.52258606
Mainland Marina 12,Mainland Mooring 27,1064,1107,1,0.008832362,175.8601196,-37.00047603,175.465709,-36.52258606
Mainland Mussels 22,Mainland Mooring 27,1632,1107,1,0.008832362,175.4674524,-36.51428026,175.465709,-36.52258606
Mainland CHS 64,Mainland Mooring 27,1288,1107,1,0.008832362,175.477856,-36.2195626,175.465709,-36.52258606
Mainland Marina 1,Mainland Mooring 27,1053,1107,1,0.008832362,173.7419182,-35.06394306,175.465709,-36.52258606
Mainland Mooring 28,Mainland Mooring 27,1108,1107,19,0.167814874,175.7728926,-36.60053899,175.465709,-36.52258606
Mainland Mussels 48,Mainland Mooring 27,1678,1107,2,0.017664724,175.3993694,-36.69642505,175.465709,-36.52258606
Mainland Mussels 29,Mainland Mooring 27,1625,1107,3,0.026497085,175.3419631,-36.1619629,175.465709,-36.52258606
Mainland Mooring 52,Mainland Mooring 27,1132,1107,4,0.035329447,175.345222,-36.16394119,175.465709,-36.52258606
Mainland Mussels 19,Mainland Mooring 28,1628,1108,7,0.061826532,175.6247887,-36.66511713,175.7728926,-36.60053899
Mainland Marina 12,Mainland Mooring 28,1064,1108,10,0.088323618,175.8601196,-37.00047603,175.7728926,-36.60053899
Mainland CHS 5,Mainland Mooring 28,1229,1108,1,0.008832362,173.6252551,-34.94874268,175.7728926,-36.60053899
Mainland Mooring 54,Mainland Mooring 28,1134,1108,1,0.008832362,174.7262661,-36.49824124,175.7728926,-36.60053899
Mainland Island 14,Mainland Mooring 28,1476,1108,1,0.008832362,174.7329046,-35.88870087,175.7728926,-36.60053899
Mainland Mussels 56,Mainland Mooring 28,1695,1108,1,0.008832362,173.7647074,-34.96163245,175.7728926,-36.60053899
Mainland Marina 11,Mainland Mooring 28,1063,1108,100,0.883236177,175.7063407,-36.82209969,175.7728926,-36.60053899
Mainland Mussels 45,Mainland Mooring 28,1669,1108,1,0.008832362,173.167434,-34.80671724,175.7728926,-36.60053899
Mainland Marina 15,Mainland Mooring 28,1067,1108,1,0.008832362,178.0256868,-38.68653852,175.7728926,-36.60053899
Mainland Mooring 65,Mainland Mooring 28,1145,1108,1,0.008832362,174.8290975,-36.42373967,175.7728926,-36.60053899
Mainland Mussels 29,Mainland Mooring 28,1625,1108,5,0.044161809,175.3419631,-36.1619629,175.7728926,-36.60053899
Mainland Mooring 59,Mainland Mooring 28,1139,1108,1,0.008832362,175.0339161,-36.82694775,175.7728926,-36.60053899
Mainland Mooring 9,Mainland Mooring 28,1089,1108,1,0.008832362,176.1834135,-37.66859873,175.7728926,-36.60053899
Mainland Island 76,Mainland Mooring 28,1568,1108,2,0.017664724,175.3662661,-36.4419488,175.7728926,-36.60053899
Mainland Oysters 19,Mainland Mooring 28,1677,1108,2,0.017664724,175.6961025,-36.82228676,175.7728926,-36.60053899
Mainland Mooring 60,Mainland Mooring 28,1140,1108,1,0.008832362,175.0542783,-36.77993391,175.7728926,-36.60053899
Mainland Oysters 16,Mainland Mooring 28,1597,1108,1,0.008832362,175.1699538,-36.80293957,175.7728926,-36.60053899
