from,to,fromnID,tonID,vessels,Perc_tot,xx,yx,xy,yy
Mainland Aquaculture 4,Mainland Mooring 25,1689,1105,2,0.02992668,175.4513903,-36.73294846,175.434167,-36.82463204
Mainland Mussels 37,Mainland Mooring 25,1655,1105,2,0.02992668,175.4170709,-36.83478105,175.434167,-36.82463204
Mainland Aquaculture 4,Mainland Mooring 26,1689,1106,6,0.089780039,175.4513903,-36.73294846,175.4757936,-36.7642383
Mainland Mooring 51,Mainland Mooring 26,1131,1106,6,0.089780039,175.3949998,-36.26189717,175.4757936,-36.7642383
Mainland Mooring 50,Mainland Mooring 26,1130,1106,1,0.01496334,175.4843148,-36.32646577,175.4757936,-36.7642383
Mainland Mooring 25,Mainland Mooring 26,1105,1106,30,0.448900195,175.434167,-36.82463204,175.4757936,-36.7642383
Mainland CHS 11,Mainland Mooring 26,1235,1106,1,0.01496334,175.4108473,-36.58847647,175.4757936,-36.7642383
Mainland Oysters 16,Mainland Mooring 26,1597,1106,9,0.134670058,175.1699538,-36.80293957,175.4757936,-36.7642383
Mainland Mussels 48,Mainland Mooring 26,1678,1106,3,0.044890019,175.3993694,-36.69642505,175.4757936,-36.7642383
Mainland Mooring 65,Mainland Mooring 26,1145,1106,2,0.02992668,174.8290975,-36.42373967,175.4757936,-36.7642383
Mainland Mooring 28,Mainland Mooring 26,1108,1106,2,0.02992668,175.7728926,-36.60053899,175.4757936,-36.7642383
Mainland Mussels 22,Mainland Mooring 27,1632,1107,1,0.01496334,175.4674524,-36.51428026,175.465709,-36.52258606
Mainland Mooring 51,Mainland Mooring 27,1131,1107,1,0.01496334,175.3949998,-36.26189717,175.465709,-36.52258606
Mainland Mooring 28,Mainland Mooring 27,1108,1107,19,0.284303457,175.7728926,-36.60053899,175.465709,-36.52258606
Mainland Island 11,Mainland Mooring 27,1472,1107,1,0.01496334,175.8746827,-36.64255099,175.465709,-36.52258606
Mainland Mooring 36,Mainland Mooring 28,1116,1108,27,0.404010175,174.2344349,-35.23128279,175.7728926,-36.60053899
Mainland Mooring 29,Mainland Mooring 28,1109,1108,58,0.867873709,175.8149589,-36.76080981,175.7728926,-36.60053899
Mainland Island 63,Mainland Mooring 28,1556,1108,46,0.688313632,175.9197145,-37.08604227,175.7728926,-36.60053899
Mainland Mussels 19,Mainland Mooring 28,1628,1108,7,0.104743379,175.6247887,-36.66511713,175.7728926,-36.60053899
Mainland Marina 14,Mainland Mooring 28,1066,1108,45,0.673350292,176.1807249,-37.667248,175.7728926,-36.60053899
Mainland Marina 12,Mainland Mooring 28,1064,1108,10,0.149633398,175.8601196,-37.00047603,175.7728926,-36.60053899
Mainland Mooring 50,Mainland Mooring 28,1130,1108,12,0.179560078,175.4843148,-36.32646577,175.7728926,-36.60053899
Mainland Mooring 52,Mainland Mooring 28,1132,1108,10,0.149633398,175.345222,-36.16394119,175.7728926,-36.60053899
Mainland Marina 11,Mainland Mooring 28,1063,1108,100,1.496333982,175.7063407,-36.82209969,175.7728926,-36.60053899
Mainland Mooring 27,Mainland Mooring 28,1107,1108,8,0.119706719,175.465709,-36.52258606,175.7728926,-36.60053899
Mainland Island 11,Mainland Mooring 28,1472,1108,1,0.01496334,175.8746827,-36.64255099,175.7728926,-36.60053899
Mainland Island 67,Mainland Mooring 28,1468,1108,2,0.02992668,176.0817094,-36.9588859,175.7728926,-36.60053899
Mainland Mooring 61,Mainland Mooring 28,1141,1108,2,0.02992668,175.1652109,-36.84364404,175.7728926,-36.60053899
Mainland Mooring 30,Mainland Mooring 28,1110,1108,19,0.284303457,175.7147573,-36.82193521,175.7728926,-36.60053899
Mainland Mooring 51,Mainland Mooring 28,1131,1108,4,0.059853359,175.3949998,-36.26189717,175.7728926,-36.60053899
Mainland Mooring 26,Mainland Mooring 28,1106,1108,2,0.02992668,175.4757936,-36.7642383,175.7728926,-36.60053899
Mainland Mooring 28,Mainland Mooring 29,1108,1109,9,0.134670058,175.7728926,-36.60053899,175.8149589,-36.76080981
Mainland Mooring 51,Mainland Mooring 30,1131,1110,1,0.01496334,175.3949998,-36.26189717,175.7147573,-36.82193521
Mainland Mooring 29,Mainland Mooring 30,1109,1110,5,0.074816699,175.8149589,-36.76080981,175.7147573,-36.82193521
Mainland Mooring 28,Mainland Mooring 30,1108,1110,21,0.314230136,175.7728926,-36.60053899,175.7147573,-36.82193521
Mainland Mooring 65,Mainland Mooring 32,1145,1112,1,0.01496334,174.8290975,-36.42373967,175.8764112,-37.19695687
Mainland Mooring 28,Mainland Mooring 32,1108,1112,2,0.02992668,175.7728926,-36.60053899,175.8764112,-37.19695687
Mainland Mooring 41,Mainland Mooring 35,1121,1115,1,0.01496334,174.5511198,-35.62076887,174.1158118,-35.24542248
Mainland Aquaculture 3,Mainland Mooring 35,1679,1115,2,0.02992668,174.091542,-35.22973932,174.1158118,-35.24542248
Mainland Oysters 22,Mainland Mooring 35,1684,1115,1,0.01496334,174.222284,-35.22000934,174.1158118,-35.24542248
Mainland Mooring 36,Mainland Mooring 35,1116,1115,28,0.418973515,174.2344349,-35.23128279,174.1158118,-35.24542248
Mainland Mooring 28,Mainland Mooring 35,1108,1115,1,0.01496334,175.7728926,-36.60053899,174.1158118,-35.24542248
Mainland Marina 1,Mainland Mooring 36,1053,1116,16,0.239413437,173.7419182,-35.06394306,174.2344349,-35.23128279
Mainland Mooring 44,Mainland Mooring 36,1124,1116,16,0.239413437,173.767753,-35.00289248,174.2344349,-35.23128279
Mainland CHS 63,Mainland Mooring 36,1287,1116,1,0.01496334,175.4310681,-36.10812881,174.2344349,-35.23128279
Mainland Mooring 42,Mainland Mooring 36,1122,1116,5,0.074816699,174.5217148,-35.83060401,174.2344349,-35.23128279
Mainland Mussels 29,Mainland Mooring 36,1625,1116,3,0.044890019,175.3419631,-36.1619629,174.2344349,-35.23128279
Mainland Mooring 52,Mainland Mooring 36,1132,1116,2,0.02992668,175.345222,-36.16394119,174.2344349,-35.23128279
Mainland Oysters 22,Mainland Mooring 36,1684,1116,77,1.152177166,174.222284,-35.22000934,174.2344349,-35.23128279
Mainland Marina 14,Mainland Mooring 36,1066,1116,2,0.02992668,176.1807249,-37.667248,174.2344349,-35.23128279
Mainland Mooring 51,Mainland Mooring 36,1131,1116,1,0.01496334,175.3949998,-36.26189717,174.2344349,-35.23128279
Mainland Mooring 46,Mainland Mooring 36,1126,1116,136,2.035014215,174.3886828,-35.39075876,174.2344349,-35.23128279
Mainland Mooring 35,Mainland Mooring 36,1115,1116,10,0.149633398,174.1158118,-35.24542248,174.2344349,-35.23128279
Mainland Oysters 21,Mainland Mooring 36,1683,1116,378,5.656142451,174.1287836,-35.2517752,174.2344349,-35.23128279
Mainland Mooring 28,Mainland Mooring 36,1108,1116,2,0.02992668,175.7728926,-36.60053899,174.2344349,-35.23128279
Mainland Mooring 41,Mainland Mooring 36,1121,1116,94,1.406553943,174.5511198,-35.62076887,174.2344349,-35.23128279
Mainland MR 4,Mainland Mooring 36,1187,1116,8,0.119706719,174.7214806,-35.48802768,174.2344349,-35.23128279
Mainland Mooring 45,Mainland Mooring 36,1125,1116,62,0.927727069,173.9259023,-35.02296557,174.2344349,-35.23128279
Mainland Aquaculture 3,Mainland Mooring 36,1679,1116,178,2.663474488,174.091542,-35.22973932,174.2344349,-35.23128279
Mainland Mooring 47,Mainland Mooring 36,1127,1116,45,0.673350292,174.3411403,-35.3128583,174.2344349,-35.23128279
Mainland Mooring 36,Mainland Mooring 37,1116,1117,1,0.01496334,174.2344349,-35.23128279,174.0281519,-35.11777579
Mainland Mooring 35,Mainland Mooring 37,1115,1117,1,0.01496334,174.1158118,-35.24542248,174.0281519,-35.11777579
Mainland Mooring 51,Mainland Mooring 37,1131,1117,1,0.01496334,175.3949998,-36.26189717,174.0281519,-35.11777579
Mainland Oysters 22,Mainland Mooring 37,1684,1117,3,0.044890019,174.222284,-35.22000934,174.0281519,-35.11777579
Mainland Oysters 14,Mainland Mooring 37,1666,1117,1,0.01496334,173.3179956,-34.90895024,174.0281519,-35.11777579
Mainland Oysters 22,Mainland Mooring 40,1684,1120,6,0.089780039,174.222284,-35.22000934,173.5128284,-34.9897998
Mainland CHS 3,Mainland Mooring 40,1227,1120,1,0.01496334,172.9620344,-34.42625992,173.5128284,-34.9897998
Mainland Mooring 45,Mainland Mooring 40,1125,1120,14,0.209486757,173.9259023,-35.02296557,173.5128284,-34.9897998
Mainland Mooring 36,Mainland Mooring 40,1116,1120,4,0.059853359,174.2344349,-35.23128279,173.5128284,-34.9897998
Mainland Mooring 44,Mainland Mooring 40,1124,1120,20,0.299266796,173.767753,-35.00289248,173.5128284,-34.9897998
Mainland Aquaculture 3,Mainland Mooring 40,1679,1120,1,0.01496334,174.091542,-35.22973932,173.5128284,-34.9897998
Mainland Mooring 51,Mainland Mooring 41,1131,1121,1,0.01496334,175.3949998,-36.26189717,174.5511198,-35.62076887
Mainland Mooring 42,Mainland Mooring 41,1122,1121,21,0.314230136,174.5217148,-35.83060401,174.5511198,-35.62076887
Mainland Oysters 21,Mainland Mooring 41,1683,1121,12,0.179560078,174.1287836,-35.2517752,174.5511198,-35.62076887
Mainland Mooring 52,Mainland Mooring 41,1132,1121,39,0.583570253,175.345222,-36.16394119,174.5511198,-35.62076887
Mainland Mooring 49,Mainland Mooring 41,1129,1121,1,0.01496334,174.80468,-36.30038057,174.5511198,-35.62076887
Mainland Mooring 46,Mainland Mooring 41,1126,1121,160,2.394134371,174.3886828,-35.39075876,174.5511198,-35.62076887
Mainland MR 4,Mainland Mooring 41,1187,1121,2,0.02992668,174.7214806,-35.48802768,174.5511198,-35.62076887
Mainland Aquaculture 3,Mainland Mooring 41,1679,1121,1,0.01496334,174.091542,-35.22973932,174.5511198,-35.62076887
Mainland Mooring 36,Mainland Mooring 41,1116,1121,70,1.047433787,174.2344349,-35.23128279,174.5511198,-35.62076887
Mainland Island 84,Mainland Mooring 41,1477,1121,1,0.01496334,174.4612136,-35.47498265,174.5511198,-35.62076887
Mainland Marina 3,Mainland Mooring 41,1055,1121,2,0.02992668,174.5550817,-35.60459378,174.5511198,-35.62076887
Mainland Island 82,Mainland Mooring 41,1475,1121,8,0.119706719,175.1045345,-35.91000549,174.5511198,-35.62076887
Mainland Oysters 22,Mainland Mooring 41,1684,1121,1,0.01496334,174.222284,-35.22000934,174.5511198,-35.62076887
Mainland Oysters 21,Mainland Mooring 42,1683,1122,1,0.01496334,174.1287836,-35.2517752,174.5217148,-35.83060401
Mainland Mooring 46,Mainland Mooring 42,1126,1122,1,0.01496334,174.3886828,-35.39075876,174.5217148,-35.83060401
Mainland MR 19,Mainland Mooring 42,1203,1122,16,0.239413437,174.3933379,-35.793184,174.5217148,-35.83060401
Mainland Mooring 65,Mainland Mooring 42,1145,1122,15,0.224450097,174.8290975,-36.42373967,174.5217148,-35.83060401
Mainland Mooring 47,Mainland Mooring 42,1127,1122,73,1.092323807,174.3411403,-35.3128583,174.5217148,-35.83060401
Mainland Oysters 23,Mainland Mooring 42,1685,1122,9,0.134670058,174.4599966,-35.81785382,174.5217148,-35.83060401
Mainland Mooring 36,Mainland Mooring 42,1116,1122,8,0.119706719,174.2344349,-35.23128279,174.5217148,-35.83060401
Mainland Mooring 52,Mainland Mooring 43,1132,1123,4,0.059853359,175.345222,-36.16394119,174.4161348,-35.80984226
Mainland Mooring 46,Mainland Mooring 43,1126,1123,1,0.01496334,174.3886828,-35.39075876,174.4161348,-35.80984226
Mainland Island 85,Mainland Mooring 44,1575,1124,3,0.044890019,173.9821463,-34.99406332,173.767753,-35.00289248
Mainland Mooring 36,Mainland Mooring 44,1116,1124,9,0.134670058,174.2344349,-35.23128279,173.767753,-35.00289248
Mainland Oysters 21,Mainland Mooring 44,1683,1124,23,0.344156816,174.1287836,-35.2517752,173.767753,-35.00289248
Mainland Mooring 51,Mainland Mooring 44,1131,1124,1,0.01496334,175.3949998,-36.26189717,173.767753,-35.00289248
Mainland Oysters 22,Mainland Mooring 44,1684,1124,14,0.209486757,174.222284,-35.22000934,173.767753,-35.00289248
Mainland CHS 5,Mainland Mooring 44,1229,1124,1,0.01496334,173.6252551,-34.94874268,173.767753,-35.00289248
Mainland Aquaculture 3,Mainland Mooring 44,1679,1124,7,0.104743379,174.091542,-35.22973932,173.767753,-35.00289248
Mainland Mooring 45,Mainland Mooring 44,1125,1124,42,0.628460272,173.9259023,-35.02296557,173.767753,-35.00289248
Mainland Oysters 7,Mainland Mooring 44,1606,1124,10,0.149633398,173.7706299,-35.00049942,173.767753,-35.00289248
Mainland Mooring 37,Mainland Mooring 45,1117,1125,1,0.01496334,174.0281519,-35.11777579,173.9259023,-35.02296557
Mainland Oysters 21,Mainland Mooring 45,1683,1125,25,0.374083495,174.1287836,-35.2517752,173.9259023,-35.02296557
Mainland Mooring 36,Mainland Mooring 45,1116,1125,34,0.508753554,174.2344349,-35.23128279,173.9259023,-35.02296557
Mainland Oysters 12,Mainland Mooring 45,1663,1125,1,0.01496334,174.0151343,-35.11777579,173.9259023,-35.02296557
Mainland Island 85,Mainland Mooring 45,1575,1125,1,0.01496334,173.9821463,-34.99406332,173.9259023,-35.02296557
Mainland Aquaculture 3,Mainland Mooring 45,1679,1125,16,0.239413437,174.091542,-35.22973932,173.9259023,-35.02296557
Mainland Mooring 44,Mainland Mooring 45,1124,1125,12,0.179560078,173.767753,-35.00289248,173.9259023,-35.02296557
Mainland Oysters 21,Mainland Mooring 46,1683,1126,1,0.01496334,174.1287836,-35.2517752,174.3886828,-35.39075876
Mainland Oysters 22,Mainland Mooring 46,1684,1126,1,0.01496334,174.222284,-35.22000934,174.3886828,-35.39075876
Mainland Mooring 36,Mainland Mooring 46,1116,1126,176,2.633547808,174.2344349,-35.23128279,174.3886828,-35.39075876
Mainland Aquaculture 3,Mainland Mooring 46,1679,1126,1,0.01496334,174.091542,-35.22973932,174.3886828,-35.39075876
Mainland Mooring 45,Mainland Mooring 46,1125,1126,1,0.01496334,173.9259023,-35.02296557,174.3886828,-35.39075876
Mainland Oysters 12,Mainland Mooring 46,1663,1126,1,0.01496334,174.0151343,-35.11777579,174.3886828,-35.39075876
Mainland Mooring 47,Mainland Mooring 46,1127,1126,30,0.448900195,174.3411403,-35.3128583,174.3886828,-35.39075876
Mainland Mooring 41,Mainland Mooring 46,1121,1126,40,0.598533593,174.5511198,-35.62076887,174.3886828,-35.39075876
Mainland Mooring 52,Mainland Mooring 46,1132,1126,1,0.01496334,175.345222,-36.16394119,174.3886828,-35.39075876
Mainland Mooring 51,Mainland Mooring 46,1131,1126,1,0.01496334,175.3949998,-36.26189717,174.3886828,-35.39075876
Mainland Island 85,Mainland Mooring 46,1575,1126,1,0.01496334,173.9821463,-34.99406332,174.3886828,-35.39075876
Mainland Mooring 37,Mainland Mooring 47,1117,1127,1,0.01496334,174.0281519,-35.11777579,174.3411403,-35.3128583
Mainland Oysters 21,Mainland Mooring 47,1683,1127,15,0.224450097,174.1287836,-35.2517752,174.3411403,-35.3128583
Mainland Mooring 45,Mainland Mooring 47,1125,1127,1,0.01496334,173.9259023,-35.02296557,174.3411403,-35.3128583
Mainland Oysters 22,Mainland Mooring 47,1684,1127,2,0.02992668,174.222284,-35.22000934,174.3411403,-35.3128583
Mainland Mooring 52,Mainland Mooring 47,1132,1127,2,0.02992668,175.345222,-36.16394119,174.3411403,-35.3128583
Mainland Oysters 12,Mainland Mooring 47,1663,1127,1,0.01496334,174.0151343,-35.11777579,174.3411403,-35.3128583
Mainland Island 84,Mainland Mooring 47,1477,1127,6,0.089780039,174.4612136,-35.47498265,174.3411403,-35.3128583
Mainland Mooring 46,Mainland Mooring 47,1126,1127,7,0.104743379,174.3886828,-35.39075876,174.3411403,-35.3128583
Mainland Island 85,Mainland Mooring 47,1575,1127,1,0.01496334,173.9821463,-34.99406332,174.3411403,-35.3128583
Mainland Mooring 41,Mainland Mooring 47,1121,1127,43,0.643423612,174.5511198,-35.62076887,174.3411403,-35.3128583
Mainland Mooring 36,Mainland Mooring 47,1116,1127,180,2.693401167,174.2344349,-35.23128279,174.3411403,-35.3128583
Mainland Mooring 51,Mainland Mooring 47,1131,1127,1,0.01496334,175.3949998,-36.26189717,174.3411403,-35.3128583
Mainland Mooring 65,Mainland Mooring 49,1145,1129,2,0.02992668,174.8290975,-36.42373967,174.80468,-36.30038057
Mainland Mooring 42,Mainland Mooring 49,1122,1129,1,0.01496334,174.5217148,-35.83060401,174.80468,-36.30038057
Mainland MR 23,Mainland Mooring 49,1207,1129,1,0.01496334,175.7916131,-36.81974085,174.80468,-36.30038057
Mainland Oysters 1,Mainland Mooring 49,1596,1129,1,0.01496334,174.7276899,-36.49169211,174.80468,-36.30038057
Mainland Salmon 12,Mainland Mooring 49,1676,1129,2,0.02992668,174.8178135,-36.41716521,174.80468,-36.30038057
Mainland Mooring 51,Mainland Mooring 49,1131,1129,1,0.01496334,175.3949998,-36.26189717,174.80468,-36.30038057
Mainland Mooring 46,Mainland Mooring 49,1126,1129,2,0.02992668,174.3886828,-35.39075876,174.80468,-36.30038057
Mainland Mussels 29,Mainland Mooring 49,1625,1129,2,0.02992668,175.3419631,-36.1619629,174.80468,-36.30038057
Mainland Mussels 54,Mainland Mooring 49,1694,1129,1,0.01496334,175.1696467,-36.80611424,174.80468,-36.30038057
Mainland Mooring 36,Mainland Mooring 49,1116,1129,1,0.01496334,174.2344349,-35.23128279,174.80468,-36.30038057
Mainland Mooring 28,Mainland Mooring 50,1108,1130,8,0.119706719,175.7728926,-36.60053899,175.4843148,-36.32646577
Mainland CHS 64,Mainland Mooring 50,1288,1130,1,0.01496334,175.477856,-36.2195626,175.4843148,-36.32646577
Mainland Mooring 41,Mainland Mooring 50,1121,1130,1,0.01496334,174.5511198,-35.62076887,175.4843148,-36.32646577
Mainland Mooring 64,Mainland Mooring 50,1144,1130,2,0.02992668,174.79914,-36.83358315,175.4843148,-36.32646577
Mainland Island 75,Mainland Mooring 50,1567,1130,1,0.01496334,174.8898796,-36.60081384,175.4843148,-36.32646577
Mainland Mooring 61,Mainland Mooring 50,1141,1130,7,0.104743379,175.1652109,-36.84364404,175.4843148,-36.32646577
Mainland Mooring 60,Mainland Mooring 50,1140,1130,4,0.059853359,175.0542783,-36.77993391,175.4843148,-36.32646577
Mainland Mooring 58,Mainland Mooring 50,1138,1130,10,0.149633398,174.9849346,-36.75476649,175.4843148,-36.32646577
Mainland Mooring 52,Mainland Mooring 50,1132,1130,18,0.269340117,175.345222,-36.16394119,175.4843148,-36.32646577
Mainland Mussels 29,Mainland Mooring 50,1625,1130,5,0.074816699,175.3419631,-36.1619629,175.4843148,-36.32646577
Mainland Mooring 51,Mainland Mooring 50,1131,1130,6,0.089780039,175.3949998,-36.26189717,175.4843148,-36.32646577
Mainland CHS 63,Mainland Mooring 50,1287,1130,1,0.01496334,175.4310681,-36.10812881,175.4843148,-36.32646577
Mainland Mooring 65,Mainland Mooring 50,1145,1130,5,0.074816699,174.8290975,-36.42373967,175.4843148,-36.32646577
Mainland Mooring 34,Mainland Mooring 51,1114,1131,1,0.01496334,173.1525769,-34.84282629,175.3949998,-36.26189717
Mainland Mooring 53,Mainland Mooring 51,1133,1131,1,0.01496334,174.7427249,-36.40368021,175.3949998,-36.26189717
Mainland Beach 24,Mainland Mooring 51,1390,1131,1,0.01496334,175.4841941,-36.24546418,175.3949998,-36.26189717
Mainland Mooring 49,Mainland Mooring 51,1129,1131,4,0.059853359,174.80468,-36.30038057,175.3949998,-36.26189717
Mainland Mooring 27,Mainland Mooring 51,1107,1131,1,0.01496334,175.465709,-36.52258606,175.3949998,-36.26189717
Mainland Mooring 36,Mainland Mooring 51,1116,1131,2,0.02992668,174.2344349,-35.23128279,175.3949998,-36.26189717
Mainland Oysters 16,Mainland Mooring 51,1597,1131,4,0.059853359,175.1699538,-36.80293957,175.3949998,-36.26189717
Mainland Mooring 52,Mainland Mooring 51,1132,1131,44,0.658386952,175.345222,-36.16394119,175.3949998,-36.26189717
Mainland Marina 5,Mainland Mooring 51,1057,1131,2,0.02992668,174.735756,-36.39353753,175.3949998,-36.26189717
Mainland Mussels 48,Mainland Mooring 51,1678,1131,5,0.074816699,175.3993694,-36.69642505,175.3949998,-36.26189717
Mainland Mooring 28,Mainland Mooring 51,1108,1131,3,0.044890019,175.7728926,-36.60053899,175.3949998,-36.26189717
Mainland Oysters 17,Mainland Mooring 51,1599,1131,2,0.02992668,175.1250922,-36.83929055,175.3949998,-36.26189717
Mainland Marina 11,Mainland Mooring 51,1063,1131,1,0.01496334,175.7063407,-36.82209969,175.3949998,-36.26189717
Mainland Mooring 50,Mainland Mooring 51,1130,1131,10,0.149633398,175.4843148,-36.32646577,175.3949998,-36.26189717
Mainland Mooring 28,Mainland Mooring 52,1108,1132,157,2.349244351,175.7728926,-36.60053899,175.345222,-36.16394119
Mainland Mooring 54,Mainland Mooring 52,1134,1132,7,0.104743379,174.7262661,-36.49824124,175.345222,-36.16394119
Mainland Mooring 42,Mainland Mooring 52,1122,1132,8,0.119706719,174.5217148,-35.83060401,175.345222,-36.16394119
Mainland Mussels 22,Mainland Mooring 52,1632,1132,1,0.01496334,175.4674524,-36.51428026,175.345222,-36.16394119
Mainland Mooring 58,Mainland Mooring 52,1138,1132,7,0.104743379,174.9849346,-36.75476649,175.345222,-36.16394119
Mainland Mooring 65,Mainland Mooring 52,1145,1132,61,0.912763729,174.8290975,-36.42373967,175.345222,-36.16394119
Mainland CHS 63,Mainland Mooring 52,1287,1132,8,0.119706719,175.4310681,-36.10812881,175.345222,-36.16394119
Mainland Beach 24,Mainland Mooring 52,1390,1132,1,0.01496334,175.4841941,-36.24546418,175.345222,-36.16394119
Mainland Mooring 51,Mainland Mooring 52,1131,1132,21,0.314230136,175.3949998,-36.26189717,175.345222,-36.16394119
Mainland Mooring 46,Mainland Mooring 52,1126,1132,1,0.01496334,174.3886828,-35.39075876,175.345222,-36.16394119
Mainland Marina 3,Mainland Mooring 52,1055,1132,4,0.059853359,174.5550817,-35.60459378,175.345222,-36.16394119
Mainland Mooring 41,Mainland Mooring 52,1121,1132,67,1.002543768,174.5511198,-35.62076887,175.345222,-36.16394119
Mainland Mooring 36,Mainland Mooring 52,1116,1132,3,0.044890019,174.2344349,-35.23128279,175.345222,-36.16394119
Mainland Oysters 16,Mainland Mooring 52,1597,1132,3,0.044890019,175.1699538,-36.80293957,175.345222,-36.16394119
Mainland Salmon 12,Mainland Mooring 52,1676,1132,7,0.104743379,174.8178135,-36.41716521,175.345222,-36.16394119
Mainland Mussels 29,Mainland Mooring 52,1625,1132,23,0.344156816,175.3419631,-36.1619629,175.345222,-36.16394119
Mainland Mooring 50,Mainland Mooring 52,1130,1132,4,0.059853359,175.4843148,-36.32646577,175.345222,-36.16394119
Mainland Salmon 12,Mainland Mooring 53,1676,1133,2,0.02992668,174.8178135,-36.41716521,174.7427249,-36.40368021
Mainland Mooring 52,Mainland Mooring 53,1132,1133,2,0.02992668,175.345222,-36.16394119,174.7427249,-36.40368021
Mainland Mooring 54,Mainland Mooring 53,1134,1133,1,0.01496334,174.7262661,-36.49824124,174.7427249,-36.40368021
Mainland Mooring 50,Mainland Mooring 53,1130,1133,1,0.01496334,175.4843148,-36.32646577,174.7427249,-36.40368021
Mainland Mooring 65,Mainland Mooring 53,1145,1133,5,0.074816699,174.8290975,-36.42373967,174.7427249,-36.40368021
Mainland Mooring 49,Mainland Mooring 53,1129,1133,2,0.02992668,174.80468,-36.30038057,174.7427249,-36.40368021
Mainland Mooring 51,Mainland Mooring 53,1131,1133,1,0.01496334,175.3949998,-36.26189717,174.7427249,-36.40368021
Mainland Oysters 1,Mainland Mooring 54,1596,1134,9,0.134670058,174.7276899,-36.49169211,174.7262661,-36.49824124
Mainland Marina 6,Mainland Mooring 54,1058,1134,4,0.059853359,174.7883551,-36.62095278,174.7262661,-36.49824124
Mainland Mooring 65,Mainland Mooring 54,1145,1134,20,0.299266796,174.8290975,-36.42373967,174.7262661,-36.49824124
Mainland Mooring 45,Mainland Mooring 54,1125,1134,1,0.01496334,173.9259023,-35.02296557,174.7262661,-36.49824124
Mainland Mooring 46,Mainland Mooring 54,1126,1134,1,0.01496334,174.3886828,-35.39075876,174.7262661,-36.49824124
Mainland CHS 12,Mainland Mooring 54,1236,1134,1,0.01496334,175.5534749,-36.58847647,174.7262661,-36.49824124
Mainland Mooring 41,Mainland Mooring 54,1121,1134,1,0.01496334,174.5511198,-35.62076887,174.7262661,-36.49824124
Mainland Oysters 16,Mainland Mooring 54,1597,1134,1,0.01496334,175.1699538,-36.80293957,174.7262661,-36.49824124
Mainland Mooring 40,Mainland Mooring 55,1120,1135,1,0.01496334,173.5128284,-34.9897998,174.7458767,-36.63214297
Mainland MR 39,Mainland Mooring 57,1223,1137,1,0.01496334,174.7452518,-36.66511713,175.1695681,-36.93554243
Mainland Mooring 51,Mainland Mooring 58,1131,1138,1,0.01496334,175.3949998,-36.26189717,174.9849346,-36.75476649
Mainland Mooring 54,Mainland Mooring 58,1134,1138,3,0.044890019,174.7262661,-36.49824124,174.9849346,-36.75476649
Mainland Oysters 17,Mainland Mooring 58,1599,1138,2,0.02992668,175.1250922,-36.83929055,174.9849346,-36.75476649
Mainland Mooring 26,Mainland Mooring 58,1106,1138,1,0.01496334,175.4757936,-36.7642383,174.9849346,-36.75476649
Mainland Mooring 60,Mainland Mooring 58,1140,1138,49,0.733203651,175.0542783,-36.77993391,174.9849346,-36.75476649
Mainland Mooring 50,Mainland Mooring 58,1130,1138,8,0.119706719,175.4843148,-36.32646577,174.9849346,-36.75476649
Mainland Mooring 65,Mainland Mooring 58,1145,1138,21,0.314230136,174.8290975,-36.42373967,174.9849346,-36.75476649
Mainland Oysters 16,Mainland Mooring 58,1597,1138,18,0.269340117,175.1699538,-36.80293957,174.9849346,-36.75476649
Mainland Mussels 54,Mainland Mooring 58,1694,1138,7,0.104743379,175.1696467,-36.80611424,174.9849346,-36.75476649
Mainland Mooring 28,Mainland Mooring 58,1108,1138,1,0.01496334,175.7728926,-36.60053899,174.9849346,-36.75476649
Mainland Mooring 52,Mainland Mooring 58,1132,1138,5,0.074816699,175.345222,-36.16394119,174.9849346,-36.75476649
Mainland Island 76,Mainland Mooring 59,1568,1139,1,0.01496334,175.3662661,-36.4419488,175.0339161,-36.82694775
Mainland Mooring 51,Mainland Mooring 59,1131,1139,1,0.01496334,175.3949998,-36.26189717,175.0339161,-36.82694775
Mainland Mooring 58,Mainland Mooring 59,1138,1139,14,0.209486757,174.9849346,-36.75476649,175.0339161,-36.82694775
Mainland Island 82,Mainland Mooring 59,1475,1139,1,0.01496334,175.1045345,-35.91000549,175.0339161,-36.82694775
Mainland Mooring 26,Mainland Mooring 59,1106,1139,1,0.01496334,175.4757936,-36.7642383,175.0339161,-36.82694775
Mainland Mooring 50,Mainland Mooring 59,1130,1139,1,0.01496334,175.4843148,-36.32646577,175.0339161,-36.82694775
Mainland Mussels 3,Mainland Mooring 59,1608,1139,4,0.059853359,175.066164,-36.83727495,175.0339161,-36.82694775
Mainland Mooring 61,Mainland Mooring 59,1141,1139,8,0.119706719,175.1652109,-36.84364404,175.0339161,-36.82694775
Mainland Oysters 1,Mainland Mooring 59,1596,1139,3,0.044890019,174.7276899,-36.49169211,175.0339161,-36.82694775
Mainland Mooring 36,Mainland Mooring 59,1116,1139,1,0.01496334,174.2344349,-35.23128279,175.0339161,-36.82694775
Mainland Mooring 44,Mainland Mooring 59,1124,1139,1,0.01496334,173.767753,-35.00289248,175.0339161,-36.82694775
Mainland Oysters 16,Mainland Mooring 59,1597,1139,5,0.074816699,175.1699538,-36.80293957,175.0339161,-36.82694775
Mainland Mooring 25,Mainland Mooring 59,1105,1139,2,0.02992668,175.434167,-36.82463204,175.0339161,-36.82694775
